tripadvisor_attractions_id,name,rating,review_count,image_url,page_link,description,duration,area,address,city,state,zipcode,created_at,lat,lng,status,country
11,American Revolution Museum at Yorktown,4.5,"1,430",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/fd/d8/3e/american-revolution-museum.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g60775-d102448-Reviews-American_Revolution_Museum_at_Yorktown-Yorktown_Virginia.html,About Travellers' Choice 2025 Museum where you can find all types of displays regarding the momentous events and activities during Revolutionary times.  Duration: 2-3 hours Closed now 9:00 AM - 5:00 PM Thursday 9:00 AM - 5:00 PM Friday 9:00 AM - 5:00 PM Saturday 9:00 AM - 5:00 PM Sunday 9:00 AM - 5:00 PM Monday 9:00 AM - 5:00 PM Tuesday 9:00 AM - 5:00 PM Wednesday 9:00 AM - 5:00 PM Suggest edits to improve what we show. Improve this listing About Travellers' Choice 2025 Museum where you can find all types of displays regarding the momentous events and activities during Revolutionary times.  Duration: 2-3 hours Suggest edits to improve what we show. Improve this listing Hours Closed now Thursday 9:00 AM - 5:00 PM,Duration: 2-3 hours,"American Revolution Museum at Yorktown, 200, Water Street, York County, Virginia, 23690, United States of America",American Revolution Museum at Yorktown,200,United,America,2025-11-06 10:49:05,37.2387435,-76.5183848,saved,
12,Fort Gaines,4.4,545,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/df/5e/c5/photo4jpg.jpg?w=500&h=-1&s=1,https://www.tripadvisor.in/Attraction_Review-g30472-d143876-Reviews-Fort_Gaines-Dauphin_Island_Alabama.html,About A restored fort that dates back to the colonial era.  Closed now 9:00 AM - 5:00 PM Wednesday 9:00 AM - 5:00 PM Thursday 9:00 AM - 5:00 PM Friday 9:00 AM - 5:00 PM Saturday 9:00 AM - 5:00 PM Sunday 9:00 AM - 5:00 PM Monday 9:00 AM - 5:00 PM Tuesday 9:00 AM - 5:00 PM Suggest edits to improve what we show. Improve this listing About A restored fort that dates back to the colonial era.  Suggest edits to improve what we show. Improve this listing Hours Closed now Wednesday 9:00 AM - 5:00 PM,N/A,"Bienville Boulevard, Mobile County Commission District 3, Dauphin Island, Mobile County, Alabama, 36528, United States of America",Bienville Boulevard,Mobile County Commission District 3,United,America,2025-11-06 10:49:21,30.2512817,-88.1252117,,
13,Sabine National Wildlife Refuge,4.5,17,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/69/d5/27/nature-trail.jpg?w=500&h=-1&s=1,https://www.tripadvisor.in/Attraction_Review-g28939-d147207-Reviews-Sabine_National_Wildlife_Refuge-Louisiana.html,"About Refuge area in southwest Louisiana that can be called an estuary, a marsh, or a wetland.  Meets animal welfare guidelines Suggest edits to improve what we show. Improve this listing About Refuge area in southwest Louisiana that can be called an estuary, a marsh, or a wetland.  Meets animal welfare guidelines Suggest edits to improve what we show. Improve this listing Tours & experiences Explore different ways to experience this place. See options",Duration:,"Vliegbasis Gilze-Rijen, Nerhoven, Gilze, Gilze en Rijen, Noord-Brabant, Nederland, 5126 TB, Nederland",Vliegbasis Gilze-Rijen,Nerhoven,Nederland,Nederland,2025-11-06 10:49:39,51.566874,4.9284972,,Netherlands
14,Hunting Island Lighthouse,4.7,839,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/57/e1/85/hunting-island-lighthouse.jpg?w=500&h=-1&s=1,https://www.tripadvisor.in/Attraction_Review-g54135-d143522-Reviews-Hunting_Island_Lighthouse-Beaufort_South_Carolina.html,About This property is temporary closed The only public lighthouse in South Carolina.  Duration: More than 3 hours Closed now 10:00 AM - 4:45 PM Thursday 10:00 AM - 4:45 PM Friday 10:00 AM - 4:45 PM Saturday 10:00 AM - 4:45 PM Sunday 10:00 AM - 4:45 PM Monday 10:00 AM - 4:45 PM Tuesday 10:00 AM - 4:45 PM Wednesday 10:00 AM - 4:45 PM Suggest edits to improve what we show. Improve this listing About This property is temporary closed The only public lighthouse in South Carolina.  Duration: More than 3 hours Suggest edits to improve what we show. Improve this listing Hours Closed now Thursday 10:00 AM - 4:45 PM,Duration: More than 3 hours,"Sea Island Parkway, Beaufort County, South Carolina, 29920, United States of America",Sea Island Parkway,Beaufort County,United,America,2025-11-06 10:49:55,32.3857759,-80.4405074,,United States
15,BOK Center,4.4,913,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/4e/ba/d3/bok-center.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g51697-d1948234-Reviews-BOK_Center-Tulsa_Oklahoma.html,"About 5 of 5 bubbles Nov 2024 BOK Center Really good concert venue . By RoyAviles  5 of 5 bubbles May 2023 Concert ❤️ restrooms were clean and concession was fast and easy to get to. By HannahBarber33  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing About 5 of 5 bubbles Nov 2024 BOK Center Really good concert venue . By RoyAviles  5 of 5 bubbles May 2023 Concert ❤️ restrooms were clean and concession was fast and easy to get to. By HannahBarber33  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing Tours & experiences Explore different ways to experience this place. See options",Duration:,"South Denver Avenue, Oil Capital Historic District, Tulsa, Tulsa County, Oklahoma, 74103, United States of America",South Denver Avenue,Oil Capital Historic District,United,America,2025-11-06 10:50:16,36.1480596,-95.9924542,,United States
16,Alaska Maritime National Wildlife Refuge Visitor Center,4.6,640,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/69/89/24/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g31009-d546018-Reviews-Alaska_Maritime_National_Wildlife_Refuge_Visitor_Center-Homer_Alaska.html,"About The Alaska Maritime National Wildlife Refuge Visitor Center shares the story of the refuge. The refuge is over 2,500 islands throughout the coast of Alaska. The building houses interpretive and interactive exhibits and displays describing the important work and research of the Alaska Maritime National Wildlife Refuge. There are opportunities to enjoy the exhibit hall, informative videos, regular educational programming, and Ranger/Naturalist-led walks and presentations. The visitor center is your window to the largest seabird refuge in the world, with all of the natural wonders of Kachemak Bay right outside its doors!  Suggest edits to improve what we show. Improve this listing About The Alaska Maritime National Wildlife Refuge Visitor Center shares the story of the refuge. The refuge is over 2,500 islands throughout the coast of Alaska. The building houses interpretive and interactive exhibits and displays describing the important work and research of the Alaska Maritime National Wildlife Refuge. There are opportunities to enjoy the exhibit hall, informative videos, regular educational programming, and Ranger/Naturalist-led walks and presentations. The visitor center is your window to the largest seabird refuge in the world, with all of the natural wonders of Kachemak Bay right outside its doors!  Suggest edits to improve what we show. Improve this listing",Duration:,"Alaska Islands & Oceans NWR Visitor Center, 95, Homer Bypass Road, Homer, Kenai Peninsula Borough, Alaska, United States of America",Alaska Islands & Oceans NWR Visitor Center,95,United,America,2025-11-06 10:50:39,59.6411845,-151.5400365,,
17,Cape Florida Lighthouse,4.4,637,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/74/fc/2a/cape-florida-lighthouse.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g34342-d142545-Reviews-Cape_Florida_Lighthouse-Key_Biscayne_Florida.html,"About 5 of 5 bubbles Feb 2025 Historic and beautiful lighthouse. Walk past the lighthouse to see the keeper house and read about the historical importance of this location to the Und... By Rhroncich  4 of 5 bubbles May 2025 Don't go on Tuesday and Wednesday! And indeed: We found a Portuguese men-of-war on the beach ! By Destinations2see  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Closed now 8:00 AM - 5:30 PM Thursday 8:00 AM - 5:30 PM Friday 8:00 AM - 5:30 PM Saturday 8:00 AM - 5:30 PM Sunday 8:00 AM - 5:30 PM Monday 8:00 AM - 5:30 PM Tuesday 8:00 AM - 5:30 PM Wednesday 8:00 AM - 5:30 PM Suggest edits to improve what we show. Improve this listing About 5 of 5 bubbles Feb 2025 Historic and beautiful lighthouse. Walk past the lighthouse to see the keeper house and read about the historical importance of this location to the Und... By Rhroncich  4 of 5 bubbles May 2025 Don't go on Tuesday and Wednesday! And indeed: We found a Portuguese men-of-war on the beach ! By Destinations2see  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing Tours & experiences Explore different ways to experience this place. See options Hours Closed now Thursday 8:00 AM - 5:30 PM",Duration:,"Cape Florida Lighthouse, 1200, Crandon Boulevard, Key Biscayne, Miami-Dade County, Florida, 33149, United States of America",Cape Florida Lighthouse,1200,United,America,2025-11-06 10:51:01,25.6718391,-80.1569492,,
18,Sausalito Boardwalk,4.4,513,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/7d/1b/35/photo5jpg.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g33062-d8453053-Reviews-Sausalito_Boardwalk-Sausalito_Marin_County_California.html,"About 5 of 5 bubbles May 2025 Beautiful town Beautiful town By tinylass  5 of 5 bubbles Apr 2025 A must see, such a cute town! You can take the ferry over from SFO or take a day trip thru a sightseeing company, either way plan on doing this dur... By Ashley R  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing About 5 of 5 bubbles May 2025 Beautiful town Beautiful town By tinylass  5 of 5 bubbles Apr 2025 A must see, such a cute town! You can take the ferry over from SFO or take a day trip thru a sightseeing company, either way plan on doing this dur... By Ashley R  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing Tours & experiences Explore different ways to experience this place. See options",Duration:,"525 Bridgeway Sausalito Yacht Harbor, Sausalito, CA 94965",525 Bridgeway Sausalito Yacht Harbor,Sausalito,CA,94965,2025-11-06 10:51:22,,,,United States
19,Regal Mall Of Georgia,4.4,396,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/a9/8d/5f/mall-of-georgia.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g34806-d265775-Reviews-Regal_Mall_Of_Georgia-Buford_Georgia.html,"About At Mall of Georgia, we know what our shoppers want. Featuring Belk, Dillard's, JC Penney, Macy*s and Von Maur, plus more than 200 local, national and international stores offering everything from women's and children's apparel to jewelry and home electronics. Mall of Georgia's retail roster includes shops such as Apple, Brighton Collectibles, Coach, H&M, Swarovski, Michael Kors, Pandora, Pottery Barn and Vans--all in a welcoming, climate-controlled indoor shopping and outdoor entertainment complex like no other. We offer a variety of exciting dining options from sit-down restaurants such as The Cheesecake Factory, Seasons 52, P.F. Chang's China Bistro, Buffalo Wild Wings, and Tin Lizzy, to grab-and-go choices including Chick-fil-A, Charley's Philly Steaks and Taco Bell. Mall of Georgia serves the nearby communities of Buford, Sugar Hill, Suwanee, Gainesville, and Lawrenceville, and is conveniently located off I-85 and Exit 115 (GA 20). When we named it Mall of Georgia, we weren't just whistlin' ""Dixie!""  Closed now 10:00 AM - 9:00 PM Thursday 10:00 AM - 9:00 PM Friday 10:00 AM - 9:00 PM Saturday 10:00 AM - 9:00 PM Sunday 11:00 AM - 7:00 PM Monday 10:00 AM - 9:00 PM Tuesday 10:00 AM - 9:00 PM Wednesday 10:00 AM - 9:00 PM Suggest edits to improve what we show. Improve this listing About At Mall of Georgia, we know what our shoppers want. Featuring Belk, Dillard's, JC Penney, Macy*s and Von Maur, plus more than 200 local, national and international stores offering everything from women's and children's apparel to jewelry and home electronics. Mall of Georgia's retail roster includes shops such as Apple, Brighton Collectibles, Coach, H&M, Swarovski, Michael Kors, Pandora, Pottery Barn and Vans--all in a welcoming, climate-controlled indoor shopping and outdoor entertainment complex like no other. We offer a variety of exciting dining options from sit-down restaurants such as The Cheesecake Factory, Seasons 52, P.F. Chang's China Bistro, Buffalo Wild Wings, and Tin Lizzy, to grab-and-go choices including Chick-fil-A, Charley's Philly Steaks and Taco Bell. Mall of Georgia serves the nearby communities of Buford, Sugar Hill, Suwanee, Gainesville, and Lawrenceville, and is conveniently located off I-85 and Exit 115 (GA 20). When we named it Mall of Georgia, we weren't just whistlin' ""Dixie!""  Suggest edits to improve what we show. Improve this listing Hours Closed now Thursday 10:00 AM - 9:00 PM",Duration:,"Regal Mall of Georgia Stadium 20 and IMAX, Mall Grand Lane, Mall of Georgia, Gwinnett County, Georgia, 30519, United States of America",Regal Mall of Georgia Stadium 20 and IMAX,Mall Grand Lane,United,America,2025-11-06 10:51:38,34.065207,-83.9845766,saved,United States
20,Tröegs Brewing Company,4.5,631,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/9b/38/96/photo0jpg.jpg?w=500&h=-1&s=1,https://www.tripadvisor.in/Attraction_Review-g52819-d270636-Reviews-Troegs_Brewing_Company-Hershey_Pennsylvania.html,"About Tröegs Brewing Company was founded by Chris and John Trogner. Since 1997, the brothers have been handcrafting world-class beers that combine traditional English brewing techniques with the eclecticism of new American brewing. While only available in the Mid-Atlantic region, Tröegs Brewery is known nationwide for their award-winning Troegenator Double Bock, highly-desirable seasonal releases like Nugget Nectar and The Mad Elf, and brewery-only beers like the Scratch and Splinter series. Tröegs Brewery in Hershey, Pennsylvania provides guests with a complete brewing experience. The brewhouse is located in a 5,000 square foot tasting room that opens onto a beer garden. Visitors are able to observe the brewing process firsthand, and take a self-guided tour along a window-lined hallway for a close-up view of the entire brewery.  Closed now 11:00 AM - 9:00 PM Thursday 11:00 AM - 9:00 PM Friday 11:00 AM - 10:00 PM Saturday 11:00 AM - 10:00 PM Sunday 11:00 AM - 9:00 PM Monday 11:00 AM - 9:00 PM Tuesday 11:00 AM - 9:00 PM Wednesday 11:00 AM - 9:00 PM Suggest edits to improve what we show. Improve this listing About Tröegs Brewing Company was founded by Chris and John Trogner. Since 1997, the brothers have been handcrafting world-class beers that combine traditional English brewing techniques with the eclecticism of new American brewing. While only available in the Mid-Atlantic region, Tröegs Brewery is known nationwide for their award-winning Troegenator Double Bock, highly-desirable seasonal releases like Nugget Nectar and The Mad Elf, and brewery-only beers like the Scratch and Splinter series. Tröegs Brewery in Hershey, Pennsylvania provides guests with a complete brewing experience. The brewhouse is located in a 5,000 square foot tasting room that opens onto a beer garden. Visitors are able to observe the brewing process firsthand, and take a self-guided tour along a window-lined hallway for a close-up view of the entire brewery.  Suggest edits to improve what we show. Improve this listing Hours Closed now Thursday 11:00 AM - 9:00 PM",Duration:,"200 E. Hershey Park Drive, Hershey, PA 17033-2719",200 E. Hershey Park Drive,Hershey,PA,17033-2719,2025-11-06 10:51:55,,,,United States
21,Pipiwai Trail,4.8,"1,358",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/46/00/17/pipiwai-trail.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g143033-d208644-Reviews-Pipiwai_Trail-Haleakala_National_Park_Maui_Hawaii.html,"About Travellers' Choice 2025 A scenic hiking and horseback riding trail that features major waterfalls, beautiful pools and an eerie bamboo forest.  Meets animal welfare guidelines Suggest edits to improve what we show. Improve this listing About Travellers' Choice 2025 A scenic hiking and horseback riding trail that features major waterfalls, beautiful pools and an eerie bamboo forest.  Meets animal welfare guidelines Suggest edits to improve what we show. Improve this listing Tours & experiences Explore different ways to experience this place. See options",Duration:,"Pīpīwai Trail, Maui County, Hawaii, United States of America",Pīpīwai Trail,Maui County,United,America,2025-11-06 10:52:13,,,,United States
22,Kent Island,4.5,17,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/25/50/0c/amazon-stay-at-the-dolce.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g28941-d108783-Reviews-Kent_Island-Maryland.html,"About Welcome to Kent Island, Maryland our site brings residents and visitors alike a complete island guide with news, classifieds, real estate listings, and dining, lodging, and business information. Explore! Kent Island is the largest island in the Chesapeake Bay and was the location of the first European settlement in what is now Maryland. From its earliest inhabitants to its present-day status as the gateway to the Eastern Shore, Kent Island has played a vital role in the history of Maryland.  Suggest edits to improve what we show. Improve this listing About Welcome to Kent Island, Maryland our site brings residents and visitors alike a complete island guide with news, classifieds, real estate listings, and dining, lodging, and business information. Explore! Kent Island is the largest island in the Chesapeake Bay and was the location of the first European settlement in what is now Maryland. From its earliest inhabitants to its present-day status as the gateway to the Eastern Shore, Kent Island has played a vital role in the history of Maryland.  Suggest edits to improve what we show. Improve this listing",Duration: 2h,N/A,N/A,N/A,N/A,N/A,2025-11-06 10:52:31,,,,Netherlands
23,Cape Girardeau Conservation Nature Center,4.7,144,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/f8/29/c3/cape-girardeau-conservation.jpg?w=500&h=-1&s=1,https://www.tripadvisor.in/Attraction_Review-g44207-d1784051-Reviews-Cape_Girardeau_Conservation_Nature_Center-Cape_Girardeau_Missouri.html,"About Located within Cape Girardeau's North County Park, the Cape Girardeau Conservation Nature Center is a place where families can have fun while exploring the rich cultural history and wildlife of Southeast Missouri. Admission is free. Exhibits begin with a collection of Native American artifacts including primitive tools that were used to harvest plants and animals hundreds of years ago. Interactive exhibits encourage exploration of the forest, marsh, swamp, and big river habitats of Southeast Missouri. Outside, ""White Oak Trace"" features two miles of nature trails allowing visitors to traverse rolling river hills with sinkholes, deep hollows, and ravines covered with prominent stands of poplar and oak. Native plants featured in the Nature Center's landscape provide habitat for hummingbirds, butterflies, and other wildlife species. The nature center also has a gift shop, with a wide variety of educational books, videos, and nature-related items.  Duration: 1-2 hours Meets animal welfare guidelines Closed now 8:00 AM - 5:00 PM Wednesday 8:00 AM - 5:00 PM Thursday 8:00 AM - 5:00 PM Friday 8:00 AM - 5:00 PM Saturday 8:00 AM - 5:00 PM Sunday Closed Monday Closed Tuesday 8:00 AM - 5:00 PM Suggest edits to improve what we show. Improve this listing About Located within Cape Girardeau's North County Park, the Cape Girardeau Conservation Nature Center is a place where families can have fun while exploring the rich cultural history and wildlife of Southeast Missouri. Admission is free. Exhibits begin with a collection of Native American artifacts including primitive tools that were used to harvest plants and animals hundreds of years ago. Interactive exhibits encourage exploration of the forest, marsh, swamp, and big river habitats of Southeast Missouri. Outside, ""White Oak Trace"" features two miles of nature trails allowing visitors to traverse rolling river hills with sinkholes, deep hollows, and ravines covered with prominent stands of poplar and oak. Native plants featured in the Nature Center's landscape provide habitat for hummingbirds, butterflies, and other wildlife species. The nature center also has a gift shop, with a wide variety of educational books, videos, and nature-related items.  Duration: 1-2 hours Meets animal welfare guidelines Suggest edits to improve what we show. Improve this listing Hours Closed now Wednesday 8:00 AM - 5:00 PM",Duration: 1-2 hours,"2289 County Park Dr Just east of exit 99 of I-55, Cape Girardeau, MO 63701-1840",2289 County Park Dr Just east of exit 99 of I-55,Cape Girardeau,MO,63701-1840,2025-11-06 10:52:51,,,,United States
24,Spindletop - Gladys City Boomtown Museum,4.5,180,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/87/eb/f8/photo0jpg.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g60737-d270843-Reviews-Spindletop_Gladys_City_Boomtown_Museum-Beaumont_Texas.html,About Museum exhibiting life in Spindletop during the first oil boom.  Closed now 10:00 AM - 5:00 PM Wednesday 10:00 AM - 5:00 PM Thursday 10:00 AM - 5:00 PM Friday 10:00 AM - 5:00 PM Saturday 10:00 AM - 5:00 PM Sunday 1:00 PM - 5:00 PM Monday Closed Tuesday 10:00 AM - 5:00 PM Suggest edits to improve what we show. Improve this listing About Museum exhibiting life in Spindletop during the first oil boom.  Suggest edits to improve what we show. Improve this listing Hours Closed now Wednesday 10:00 AM - 5:00 PM,Duration:,"5550 Jimmy Simmons Blvd, Beaumont, TX 77705",5550 Jimmy Simmons Blvd,Beaumont,TX,77705,2025-11-06 10:53:13,,,,United States
25,Virgin Valley Heritage Museum,4.4,67,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/8d/0d/cf/virgin-valley-heritage.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g45973-d6354219-Reviews-Virgin_Valley_Heritage_Museum-Mesquite_Nevada.html,"About 5 of 5 bubbles Apr 2021 Amazing!! Elspeth was Amazing!!! Hands down best ever experience at a museum. My kids aged 18 to 11 Loved it!! By Lyndie James  4 of 5 bubbles Mar 2021 Enjoyed the walk through and the art museum next to it too! A small, but very nice free museum, but worth the time to look through some very interesting exhibits.  The old time movie projector is especially interesting.  Don't forget to leave a donation! By 709nancyh  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Closed now 10:00 AM - 4:00 PM Wednesday 10:00 AM - 4:00 PM Thursday 10:00 AM - 4:00 PM Friday 10:00 AM - 4:00 PM Saturday 10:00 AM - 4:00 PM Sunday Closed Monday Closed Tuesday 10:00 AM - 4:00 PM Suggest edits to improve what we show. Improve this listing About 5 of 5 bubbles Apr 2021 Amazing!! Elspeth was Amazing!!! Hands down best ever experience at a museum. My kids aged 18 to 11 Loved it!! By Lyndie James  4 of 5 bubbles Mar 2021 Enjoyed the walk through and the art museum next to it too! A small, but very nice free museum, but worth the time to look through some very interesting exhibits.  The old time movie projector is especially interesting.  Don't forget to leave a donation! By 709nancyh  Review snippets are selected by AI for relevance and recency and represent the opinions of Tripadvisor users, not Tripadvisor LLC. See all reviews Suggest edits to improve what we show. Improve this listing Hours Closed now Wednesday 10:00 AM - 4:00 PM",Duration:,"35 W Mesquite Blvd, Mesquite, NV 89027",35 W Mesquite Blvd,Mesquite,NV,89027,2025-11-06 10:53:30,,,,United States
26,Lewis and Clark Interpretive Center,4.6,302,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/05/d1/ee/lewis-clark-interpretive.jpg?w=500&h=400&s=1,https://www.tripadvisor.in/Attraction_Review-g38400-d1050096-Reviews-Lewis_and_Clark_Interpretive_Center-Sioux_City_Iowa.html,"About The Sioux City Lewis & Clark Interpretive Center and the Betty Strong Encounter Center comprise an almost 20,000-square-foot, private, non-profit cultural complex, built and sustained by Missouri River Historical Development, Inc. (MRHD). The Interpretive Center opened in 2002 to commemorate the Lewis & Clark Bicentennial. It expanded in late 2007 with the opening of the adjoining Betty Strong Encounter Center to fulfill a permanent mission of ""commemorating a history of encounters before, during and after the expedition. Joined by the symbolic Crossroads, these two parts create a Missouri Riverfront home for exhibits, programs and activities that explore how we live together as diverse people and how we care for our land, our great river, and other natural resources. Admission and programs are free.  Duration: 1-2 hours Closed now 9:00 AM - 5:00 PM Wednesday 9:00 AM - 5:00 PM Thursday 9:00 AM - 5:00 PM Friday 9:00 AM - 5:00 PM Saturday 10:00 AM - 3:00 PM Sunday 12:00 PM - 5:00 PM Monday Closed Tuesday 9:00 AM - 5:00 PM Suggest edits to improve what we show. Improve this listing About The Sioux City Lewis & Clark Interpretive Center and the Betty Strong Encounter Center comprise an almost 20,000-square-foot, private, non-profit cultural complex, built and sustained by Missouri River Historical Development, Inc. (MRHD). The Interpretive Center opened in 2002 to commemorate the Lewis & Clark Bicentennial. It expanded in late 2007 with the opening of the adjoining Betty Strong Encounter Center to fulfill a permanent mission of ""commemorating a history of encounters before, during and after the expedition. Joined by the symbolic Crossroads, these two parts create a Missouri Riverfront home for exhibits, programs and activities that explore how we live together as diverse people and how we care for our land, our great river, and other natural resources. Admission and programs are free.  Duration: 1-2 hours Suggest edits to improve what we show. Improve this listing Tours & experiences Explore different ways to experience this place. See options Hours Closed now Wednesday 9:00 AM - 5:00 PM",Duration: 1-2 hours,"900 Larsen Park Rd, Sioux City, IA 51103-4916",900 Larsen Park Rd,Sioux City,IA,51103-4916,2025-11-06 10:53:52,,,,United States
